OrderNumber,WarehouseCode,Order Date,Ship Date,Category,Sales Channel,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Sales,Quantity,Discount,Profit
SO - 0001774,WARE-UHY1004,11-12-2015,12-12-2015,Office Supplies,Online,USD,23,17,219,33,196.62,2,0,96.3438
SO - 0001775,WARE-MKL1006,17-09-2015,21-09-2015,Furniture,In-Store,USD,9,13,363,16,21.936,2,0.6,-10.4196
SO - 0001776,WARE-PUJ1005,17-09-2015,21-09-2015,Office Supplies,Online,USD,8,7,287,36,6.588,3,0.8,-10.2114
SO - 0001777,WARE-NBV1002,18-05-2016,24-05-2016,Office Supplies,Online,USD,9,41,66,23,104.28,3,0,26.07
SO - 0001778,WARE-UHY1004,18-05-2016,24-05-2016,Office Supplies,Online,USD,26,18,222,28,17.94,3,0,8.7906
SO - 0001779,WARE-UHY1004,07-09-2014,13-09-2014,Office Supplies,Online,USD,25,29,242,39,64.784,1,0.2,-14.5764
SO - 0001780,WARE-MKL1006,07-09-2014,13-09-2014,Technology,Wholesale,USD,26,13,341,2,32.382,3,0.4,4.3176
SO - 0001781,WARE-NMK1003,07-09-2014,13-09-2014,Furniture,In-Store,USD,17,20,187,27,42.368,2,0.2,8.4736
SO - 0001782,WARE-NMK1003,07-09-2014,13-09-2014,Technology,Wholesale,USD,20,45,194,32,399.54,4,0.7,-559.356
SO - 0001783,WARE-NMK1003,29-09-2016,01-10-2016,Office Supplies,Online,USD,28,17,144,31,18.97,1,0,9.1056
SO - 0001784,WARE-NMK1003,07-11-2016,12-11-2016,Furniture,In-Store,USD,17,12,180,29,14.82,3,0,6.2244
SO - 0001785,WARE-PUJ1005,24-04-2017,27-04-2017,Office Supplies,Online,USD,22,5,300,1,99.28,2,0.2,12.41
SO - 0001786,WARE-MKL1006,24-04-2017,27-04-2017,Office Supplies,Online,USD,23,16,332,10,1.188,2,0.7,-0.99
SO - 0001787,WARE-UHY1004,24-04-2017,27-04-2017,Office Supplies,Online,USD,22,48,228,40,7.518,2,0.7,-5.7638
SO - 0001788,WARE-MKL1006,10-12-2017,12-12-2017,Office Supplies,Online,USD,27,2,354,43,10.368,2,0.2,3.6288
SO - 0001789,WARE-XYS1001,10-12-2017,12-12-2017,Furniture,In-Store,USD,18,47,55,35,310.88,2,0.2,23.316
SO - 0001790,WARE-PUJ1005,16-08-2014,20-08-2014,Furniture,In-Store,USD,17,10,328,15,853.092,6,0.4,-227.4912
SO - 0001791,WARE-MKL1006,09-12-2017,15-12-2017,Office Supplies,Online,USD,20,12,347,40,33.45,5,0,15.387
SO - 0001792,WARE-NMK1003,09-12-2017,15-12-2017,Office Supplies,Online,USD,21,31,141,7,10.4,5,0,5.096
SO - 0001793,WARE-MKL1006,14-03-2016,19-03-2016,Furniture,In-Store,USD,26,10,358,25,21.88,5,0.2,6.2905
SO - 0001794,WARE-NMK1003,26-06-2016,29-06-2016,Technology,Wholesale,USD,8,32,148,38,13.616,2,0.2,3.5742
SO - 0001795,WARE-UHY1004,25-09-2015,28-09-2015,Technology,Wholesale,USD,6,26,253,4,63.96,4,0,19.8276
SO - 0001796,WARE-UHY1004,25-09-2015,28-09-2015,Office Supplies,Online,USD,18,13,211,31,14.46,3,0,7.0854
SO - 0001797,WARE-NMK1003,25-09-2015,28-09-2015,Technology,Wholesale,USD,5,6,140,26,104.98,2,0,52.49
SO - 0001798,WARE-NMK1003,27-12-2015,31-12-2015,Office Supplies,Online,USD,26,35,181,11,106.96,2,0,31.0184
SO - 0001799,WARE-PUJ1005,27-12-2015,31-12-2015,Office Supplies,Online,USD,17,8,274,30,21.56,7,0,10.3488
SO - 0001800,WARE-UHY1004,03-06-2014,07-06-2014,Furniture,In-Store,USD,25,9,247,37,515.88,6,0,113.4936
SO - 0001801,WARE-NMK1003,13-07-2015,15-07-2015,Office Supplies,Online,USD,18,2,192,12,11.808,2,0.2,4.2804
SO - 0001802,WARE-XYS1001,13-07-2015,15-07-2015,Furniture,In-Store,USD,5,9,2,13,1931.04,9,0.1,321.84
SO - 0001803,WARE-UHY1004,13-07-2015,15-07-2015,Office Supplies,Online,USD,4,12,239,14,9.96,2,0,4.6812
SO - 0001804,WARE-PUJ1005,02-02-2014,06-02-2014,Office Supplies,Online,USD,18,25,327,29,12.35,5,0,5.8045
SO - 0001805,WARE-NMK1003,08-03-2016,08-03-2016,Office Supplies,Online,USD,19,33,122,25,9.702,3,0.7,-7.1148
SO - 0001806,WARE-NMK1003,22-11-2015,26-11-2015,Office Supplies,Online,USD,17,37,168,14,11.61,2,0.7,-9.288
SO - 0001807,WARE-MKL1006,30-10-2017,05-11-2017,Office Supplies,Online,USD,15,24,333,41,43.86,6,0,20.6142
SO - 0001808,WARE-NMK1003,30-10-2017,05-11-2017,Technology,Wholesale,USD,23,17,193,17,148.48,2,0.2,16.704
SO - 0001809,WARE-NMK1003,30-10-2017,05-11-2017,Office Supplies,Online,USD,6,37,171,8,7.42,2,0,3.71
SO - 0001810,WARE-NBV1002,30-10-2017,05-11-2017,Furniture,In-Store,USD,1,50,70,5,71.992,1,0.2,-0.8999
SO - 0001811,WARE-UHY1004,30-10-2017,05-11-2017,Office Supplies,Online,USD,15,24,208,30,19.9,5,0,6.567
SO - 0001812,WARE-NBV1002,30-10-2017,05-11-2017,Office Supplies,Online,USD,9,10,87,33,1702.12,14,0,510.636
SO - 0001813,WARE-NMK1003,30-01-2015,04-02-2015,Office Supplies,Online,USD,12,39,189,16,14.304,6,0.2,5.0064
SO - 0001814,WARE-PUJ1005,08-09-2017,13-09-2017,Furniture,In-Store,USD,9,10,273,6,765.625,7,0.5,-566.5625
SO - 0001815,WARE-XYS1001,07-10-2017,13-10-2017,Furniture,In-Store,USD,22,8,20,8,307.666,2,0.15,-14.4784
SO - 0001816,WARE-UHY1004,30-04-2016,04-05-2016,Office Supplies,Online,USD,6,32,204,27,7.712,2,0.2,2.7956
SO - 0001817,WARE-NMK1003,19-05-2016,24-05-2016,Office Supplies,Online,USD,27,12,165,30,242.9,5,0,70.441
SO - 0001818,WARE-NMK1003,19-05-2016,24-05-2016,Office Supplies,Online,USD,11,42,190,33,454.9,5,0,0
SO - 0001819,WARE-NMK1003,19-05-2016,24-05-2016,Furniture,In-Store,USD,1,24,94,12,35.92,4,0,15.0864
SO - 0001820,WARE-UHY1004,19-05-2016,24-05-2016,Furniture,In-Store,USD,11,6,238,3,39.76,8,0,12.3256
SO - 0001821,WARE-NMK1003,19-05-2016,24-05-2016,Office Supplies,Online,USD,26,36,122,7,47.744,4,0.2,14.92
SO - 0001822,WARE-UHY1004,20-12-2015,25-12-2015,Technology,Wholesale,USD,7,42,235,30,159.984,2,0.2,11.9988
SO - 0001823,WARE-PUJ1005,20-12-2015,25-12-2015,Technology,Wholesale,USD,13,18,306,15,255.968,4,0.2,51.1936
SO - 0001824,WARE-NMK1003,20-12-2015,25-12-2015,Furniture,In-Store,USD,10,9,123,27,359.058,3,0.3,-71.8116
SO - 0001825,WARE-NMK1003,19-12-2015,20-12-2015,Office Supplies,Online,USD,17,35,96,40,434.352,3,0.2,43.4352
SO - 0001826,WARE-XYS1001,19-12-2015,20-12-2015,Office Supplies,Online,USD,17,33,46,3,3.552,2,0.2,0.444
SO - 0001827,WARE-PUJ1005,19-12-2015,20-12-2015,Office Supplies,Online,USD,9,45,297,35,88.832,4,0.2,7.7728
SO - 0001828,WARE-NMK1003,29-04-2017,04-05-2017,Furniture,In-Store,USD,9,41,132,19,1048.35,5,0.4,-69.89
SO - 0001829,WARE-UHY1004,07-02-2016,07-02-2016,Technology,Wholesale,USD,7,12,213,12,100,4,0,21
SO - 0001830,WARE-NMK1003,07-02-2016,07-02-2016,Office Supplies,Online,USD,12,45,94,23,7.83,3,0,3.6018
SO - 0001831,WARE-NMK1003,28-09-2014,03-10-2014,Office Supplies,Online,USD,26,42,147,39,96.256,8,0.2,31.2832
SO - 0001832,WARE-PUJ1005,28-09-2014,03-10-2014,Office Supplies,Online,USD,14,7,327,15,10.688,2,0.2,3.7408
SO - 0001833,WARE-NMK1003,10-07-2016,14-07-2016,Office Supplies,Online,USD,25,5,121,14,338.04,3,0.2,-33.804
SO - 0001834,WARE-NBV1002,10-07-2016,14-07-2016,Office Supplies,Online,USD,1,5,83,8,154.24,4,0.2,17.352
SO - 0001835,WARE-XYS1001,29-07-2017,01-08-2017,Office Supplies,Online,USD,19,13,30,30,34.848,2,0.2,6.534
SO - 0001836,WARE-NMK1003,29-07-2017,01-08-2017,Technology,Wholesale,USD,22,12,112,29,22,5,0.2,1.375
SO - 0001837,WARE-MKL1006,29-07-2017,01-08-2017,Office Supplies,Online,USD,23,4,347,23,4.368,3,0.2,0.3822
SO - 0001838,WARE-XYS1001,03-09-2015,09-09-2015,Office Supplies,Online,USD,7,30,12,29,31.44,3,0,8.4888
SO - 0001839,WARE-MKL1006,03-09-2015,09-09-2015,Technology,Wholesale,USD,13,25,342,18,17.9,2,0,3.401
SO - 0001840,WARE-NBV1002,03-09-2015,09-09-2015,Technology,Wholesale,USD,13,15,72,10,129.45,5,0,46.602
SO - 0001841,WARE-NBV1002,09-08-2014,16-08-2014,Office Supplies,Online,USD,26,31,82,14,20.88,8,0,9.6048
SO - 0001842,WARE-UHY1004,30-10-2017,03-11-2017,Office Supplies,Online,USD,22,1,226,25,20.736,4,0.2,7.2576
SO - 0001843,WARE-NBV1002,30-10-2017,03-11-2017,Furniture,In-Store,USD,11,23,71,43,7.168,2,0.2,0.9856
SO - 0001844,WARE-UHY1004,30-10-2017,03-11-2017,Office Supplies,Online,USD,9,5,232,11,11.168,2,0.2,-2.5128
SO - 0001845,WARE-NMK1003,30-10-2017,03-11-2017,Technology,Wholesale,USD,19,27,186,37,442.4,7,0.2,-55.3
SO - 0001846,WARE-NMK1003,06-06-2014,09-06-2014,Office Supplies,Online,USD,1,30,90,34,13.36,2,0,4.9432
SO - 0001847,WARE-XYS1001,13-08-2016,17-08-2016,Office Supplies,Online,USD,17,46,42,20,11.232,8,0.7,-8.2368
SO - 0001848,WARE-UHY1004,13-08-2016,17-08-2016,Office Supplies,Online,USD,28,25,250,26,10.272,3,0.2,3.21
SO - 0001849,WARE-XYS1001,25-04-2014,29-04-2014,Office Supplies,Online,USD,24,13,56,25,10.368,2,0.2,3.6288
SO - 0001850,WARE-NBV1002,25-04-2014,29-04-2014,Office Supplies,Online,USD,28,50,62,31,6.24,3,0.2,0.546
SO - 0001851,WARE-XYS1001,22-11-2015,27-11-2015,Furniture,In-Store,USD,12,17,9,25,206.962,2,0.3,-32.5226
SO - 0001852,WARE-NBV1002,14-10-2017,17-10-2017,Furniture,In-Store,USD,17,23,65,42,9.46,2,0,3.6894
SO - 0001853,WARE-NBV1002,02-12-2017,05-12-2017,Office Supplies,Online,USD,2,47,84,33,559.62,9,0,151.0974
SO - 0001854,WARE-NMK1003,02-12-2017,05-12-2017,Office Supplies,Online,USD,13,23,180,37,109.92,2,0,53.8608
SO - 0001855,WARE-UHY1004,02-12-2017,05-12-2017,Office Supplies,Online,USD,22,39,241,25,8.56,2,0,3.852
SO - 0001856,WARE-PUJ1005,08-12-2015,11-12-2015,Office Supplies,Online,USD,12,7,269,46,360.712,11,0.2,130.7581
SO - 0001857,WARE-NMK1003,08-12-2015,11-12-2015,Technology,Wholesale,USD,5,12,171,23,1718.4,6,0.2,150.36
SO - 0001858,WARE-NMK1003,13-07-2015,15-07-2015,Office Supplies,Online,USD,15,41,120,27,41.568,6,0.8,-66.5088
SO - 0001859,WARE-PUJ1005,11-05-2014,17-05-2014,Technology,Wholesale,USD,22,5,269,42,46.864,2,0.2,7.6154
SO - 0001860,WARE-MKL1006,05-01-2014,12-01-2014,Office Supplies,Online,USD,5,12,365,44,19.536,3,0.2,4.884
SO - 0001861,WARE-NMK1003,05-09-2015,09-09-2015,Furniture,In-Store,USD,28,3,172,37,411.332,4,0.15,-4.8392
SO - 0001862,WARE-NBV1002,05-09-2015,09-09-2015,Office Supplies,Online,USD,5,12,70,23,28.752,6,0.2,9.7038
SO - 0001863,WARE-PUJ1005,05-09-2015,09-09-2015,Furniture,In-Store,USD,19,20,286,1,293.199,3,0.15,-20.6964
SO - 0001864,WARE-NBV1002,04-08-2016,08-08-2016,Office Supplies,Online,USD,4,36,67,3,35.06,2,0,10.518
SO - 0001865,WARE-XYS1001,04-08-2016,08-08-2016,Office Supplies,Online,USD,12,30,58,46,4.13,1,0,1.8998
SO - 0001866,WARE-UHY1004,04-08-2016,08-08-2016,Furniture,In-Store,USD,10,45,230,16,109.8,9,0,46.116
SO - 0001867,WARE-NBV1002,04-08-2016,08-08-2016,Office Supplies,Online,USD,28,40,84,16,9.82,2,0,4.8118
SO - 0001868,WARE-PUJ1005,22-03-2014,26-03-2014,Office Supplies,Online,USD,23,32,306,36,7.644,4,0.7,-5.8604
SO - 0001869,WARE-NMK1003,22-03-2014,26-03-2014,Office Supplies,Online,USD,17,37,175,10,51.465,5,0.7,-39.4565
SO - 0001870,WARE-XYS1001,02-03-2017,08-03-2017,Office Supplies,Online,USD,4,49,39,41,6.976,4,0.2,-1.3952
SO - 0001871,WARE-PUJ1005,02-03-2017,08-03-2017,Office Supplies,Online,USD,25,14,264,20,12.222,7,0.8,-20.1663
SO - 0001872,WARE-PUJ1005,27-11-2016,29-11-2016,Office Supplies,Online,USD,25,16,302,36,97.984,2,0.2,-24.496
SO - 0001873,WARE-NMK1003,27-11-2016,29-11-2016,Technology,Wholesale,USD,16,30,130,30,62.4,6,0.2,19.5
SO - 0001874,WARE-NBV1002,28-04-2014,03-05-2014,Office Supplies,Online,USD,3,48,62,25,20.86,2,0,9.387
SO - 0001875,WARE-UHY1004,28-04-2014,03-05-2014,Office Supplies,Online,USD,21,48,256,32,497.61,9,0,129.3786
SO - 0001876,WARE-UHY1004,28-04-2014,03-05-2014,Office Supplies,Online,USD,2,36,236,24,5.34,2,0,1.4952
SO - 0001877,WARE-PUJ1005,28-04-2014,03-05-2014,Office Supplies,Online,USD,23,17,328,11,3.15,1,0,1.512
SO - 0001878,WARE-PUJ1005,24-11-2015,28-11-2015,Office Supplies,Online,USD,6,6,299,31,368.91,9,0,180.7659
SO - 0001879,WARE-NBV1002,24-11-2015,28-11-2015,Office Supplies,Online,USD,7,26,84,45,14.7,5,0,6.615
SO - 0001880,WARE-MKL1006,11-11-2016,16-11-2016,Technology,Wholesale,USD,17,5,330,43,59.97,3,0,14.9925
SO - 0001881,WARE-PUJ1005,11-11-2016,16-11-2016,Office Supplies,Online,USD,14,15,305,22,83.36,1,0,20.84
SO - 0001882,WARE-XYS1001,09-07-2015,13-07-2015,Office Supplies,Online,USD,15,18,51,34,6.58,2,0,3.0268
SO - 0001883,WARE-XYS1001,09-07-2015,13-07-2015,Office Supplies,Online,USD,8,46,32,32,122.94,3,0,59.0112
SO - 0001884,WARE-XYS1001,22-09-2017,26-09-2017,Office Supplies,Online,USD,21,43,31,16,219.84,4,0,107.7216
SO - 0001885,WARE-NMK1003,22-09-2017,26-09-2017,Technology,Wholesale,USD,18,11,90,31,98.16,6,0,9.816
SO - 0001886,WARE-NBV1002,22-09-2017,26-09-2017,Office Supplies,Online,USD,18,4,83,43,33.04,8,0,15.5288
SO - 0001887,WARE-XYS1001,22-09-2017,26-09-2017,Technology,Wholesale,USD,14,19,27,2,86.97,3,0,25.2213
SO - 0001888,WARE-UHY1004,15-02-2015,19-02-2015,Technology,Wholesale,USD,18,39,221,36,134.97,3,0,64.7856
SO - 0001889,WARE-NMK1003,15-02-2015,19-02-2015,Technology,Wholesale,USD,17,49,184,11,699.98,2,0,195.9944
SO - 0001890,WARE-NMK1003,15-02-2015,19-02-2015,Technology,Wholesale,USD,28,33,109,47,139.95,5,0,26.5905
SO - 0001891,WARE-UHY1004,30-09-2014,04-10-2014,Office Supplies,Online,USD,24,24,223,25,48.94,1,0,24.47
SO - 0001892,WARE-XYS1001,01-12-2014,03-12-2014,Furniture,In-Store,USD,11,14,6,8,2807.84,8,0,673.8816
SO - 0001893,WARE-NMK1003,01-12-2014,03-12-2014,Office Supplies,Online,USD,26,12,167,20,46.64,4,0,12.5928
SO - 0001894,WARE-XYS1001,08-12-2014,13-12-2014,Office Supplies,Online,USD,18,37,31,19,60.416,2,0.2,6.0416
SO - 0001895,WARE-NMK1003,05-09-2016,10-09-2016,Office Supplies,Online,USD,18,38,199,37,107.94,3,0,26.985
SO - 0001896,WARE-UHY1004,27-08-2017,30-08-2017,Office Supplies,Online,USD,11,9,213,19,63.84,8,0,16.5984
SO - 0001897,WARE-MKL1006,27-08-2017,30-08-2017,Technology,Wholesale,USD,6,36,336,5,347.97,3,0,100.9113
SO - 0001898,WARE-NMK1003,27-08-2017,30-08-2017,Office Supplies,Online,USD,3,8,179,23,37.008,6,0.2,11.565
SO - 0001899,WARE-NMK1003,07-07-2016,11-07-2016,Furniture,In-Store,USD,12,14,89,20,215.65,5,0,73.321
SO - 0001900,WARE-MKL1006,08-08-2016,10-08-2016,Office Supplies,Online,USD,25,25,367,47,11.168,4,0.2,3.6296
SO - 0001901,WARE-NMK1003,08-08-2016,10-08-2016,Office Supplies,Online,USD,17,16,123,46,53.952,3,0.2,17.5344
SO - 0001902,WARE-NMK1003,13-11-2016,19-11-2016,Furniture,In-Store,USD,19,45,166,8,4.18,1,0,1.5048
SO - 0001903,WARE-MKL1006,22-09-2017,26-09-2017,Office Supplies,Online,USD,16,34,341,25,5.607,1,0.7,-4.2987
SO - 0001904,WARE-NMK1003,22-09-2017,26-09-2017,Office Supplies,Online,USD,22,33,162,18,4663.736,7,0.2,-1049.3406
SO - 0001905,WARE-PUJ1005,22-09-2017,26-09-2017,Technology,Wholesale,USD,3,43,282,47,79.984,2,0.2,22.9954
SO - 0001906,WARE-XYS1001,25-12-2016,28-12-2016,Technology,Wholesale,USD,27,17,46,37,2575.944,7,0.2,257.5944
SO - 0001907,WARE-NBV1002,25-12-2016,28-12-2016,Office Supplies,Online,USD,25,18,86,46,45.36,7,0,21.7728
SO - 0001908,WARE-PUJ1005,25-12-2016,28-12-2016,Technology,Wholesale,USD,22,44,295,21,254.24,7,0,76.272
SO - 0001909,WARE-XYS1001,11-02-2016,13-02-2016,Technology,Wholesale,USD,11,42,30,43,69.93,7,0,0.6993
SO - 0001910,WARE-NBV1002,23-10-2016,29-10-2016,Furniture,In-Store,USD,8,42,83,4,16.156,7,0.6,-12.117
SO - 0001911,WARE-XYS1001,23-10-2016,29-10-2016,Office Supplies,Online,USD,13,43,19,15,54.816,3,0.2,17.8152
SO - 0001912,WARE-NBV1002,09-06-2014,11-06-2014,Furniture,In-Store,USD,20,36,87,5,1441.3,7,0,245.021
SO - 0001913,WARE-NMK1003,20-11-2017,26-11-2017,Furniture,In-Store,USD,27,26,145,11,77.6,5,0.2,28.13
SO - 0001914,WARE-UHY1004,20-11-2017,26-11-2017,Furniture,In-Store,USD,26,20,260,27,4.656,2,0.2,1.5714
SO - 0001915,WARE-UHY1004,14-09-2015,18-09-2015,Furniture,In-Store,USD,23,33,218,35,170.136,3,0.2,-8.5068
SO - 0001916,WARE-MKL1006,04-06-2015,04-06-2015,Office Supplies,Online,USD,28,6,330,15,7.38,2,0,3.4686
SO - 0001917,WARE-PUJ1005,04-06-2015,04-06-2015,Office Supplies,Online,USD,5,12,291,16,9.26,2,0,3.0558
SO - 0001918,WARE-UHY1004,13-12-2015,15-12-2015,Office Supplies,Online,USD,5,39,232,9,9.96,2,0,4.5816
SO - 0001919,WARE-PUJ1005,25-05-2014,29-05-2014,Office Supplies,Online,USD,10,4,271,17,75.6,2,0.8,-166.32
SO - 0001920,WARE-MKL1006,25-05-2014,29-05-2014,Furniture,In-Store,USD,17,19,358,15,29.32,2,0.6,-24.189
SO - 0001921,WARE-NMK1003,16-02-2016,20-02-2016,Office Supplies,Online,USD,28,2,99,42,92.064,6,0.8,-225.5568
SO - 0001922,WARE-NMK1003,16-02-2016,20-02-2016,Office Supplies,Online,USD,26,36,115,47,6.976,4,0.2,1.8312
SO - 0001923,WARE-UHY1004,16-02-2016,20-02-2016,Furniture,In-Store,USD,24,25,219,35,62.958,3,0.3,-2.6982
SO - 0001924,WARE-MKL1006,16-02-2016,20-02-2016,Office Supplies,Online,USD,4,36,349,2,5.184,1,0.2,1.8144
SO - 0001925,WARE-MKL1006,22-12-2016,28-12-2016,Office Supplies,Online,USD,16,23,348,22,31.32,10,0.7,-25.056
SO - 0001926,WARE-PUJ1005,22-12-2016,28-12-2016,Furniture,In-Store,USD,5,21,262,17,11.84,4,0.2,3.108
SO - 0001927,WARE-NMK1003,22-12-2016,28-12-2016,Furniture,In-Store,USD,16,40,125,29,22.784,1,0.2,4.8416
SO - 0001928,WARE-XYS1001,08-02-2016,11-02-2016,Technology,Wholesale,USD,27,39,44,36,1127.976,3,0.2,126.8973
SO - 0001929,WARE-NMK1003,13-07-2015,15-07-2015,Office Supplies,Online,USD,10,29,187,21,38.88,6,0,18.6624
SO - 0001930,WARE-XYS1001,18-05-2014,24-05-2014,Technology,Wholesale,USD,3,19,32,10,779.796,2,0.4,-168.9558
SO - 0001931,WARE-NMK1003,21-10-2017,21-10-2017,Technology,Wholesale,USD,5,5,104,45,1439.92,8,0,374.3792
SO - 0001932,WARE-NMK1003,21-10-2017,21-10-2017,Furniture,In-Store,USD,3,29,126,9,262.11,1,0,62.9064
SO - 0001933,WARE-MKL1006,05-11-2015,09-11-2015,Furniture,In-Store,USD,9,22,338,5,207,3,0.2,25.875
SO - 0001934,WARE-PUJ1005,01-08-2017,07-08-2017,Technology,Wholesale,USD,9,19,315,33,1439.982,3,0.4,-263.9967
SO - 0001935,WARE-NBV1002,01-08-2017,07-08-2017,Office Supplies,Online,USD,8,32,78,10,36.288,7,0.2,12.7008
SO - 0001936,WARE-XYS1001,21-06-2014,24-06-2014,Office Supplies,Online,USD,21,31,30,24,21.4,5,0,6.206
SO - 0001937,WARE-NMK1003,19-02-2017,21-02-2017,Office Supplies,Online,USD,16,27,136,7,1245.86,7,0,361.2994
SO - 0001938,WARE-PUJ1005,01-08-2014,05-08-2014,Office Supplies,Online,USD,5,35,282,44,17.544,3,0.2,5.9211
SO - 0001939,WARE-MKL1006,01-08-2014,05-08-2014,Furniture,In-Store,USD,2,4,353,39,44.128,4,0.2,12.1352
SO - 0001940,WARE-UHY1004,01-08-2014,05-08-2014,Office Supplies,Online,USD,16,16,238,45,62.92,1,0.2,10.2245
SO - 0001941,WARE-NMK1003,01-08-2014,05-08-2014,Office Supplies,Online,USD,28,34,175,6,78.304,2,0.2,29.364
SO - 0001942,WARE-NMK1003,18-07-2016,23-07-2016,Furniture,In-Store,USD,18,37,99,6,140.81,1,0,39.4268
SO - 0001943,WARE-NMK1003,09-02-2015,11-02-2015,Office Supplies,Online,USD,1,42,88,47,40.096,4,0.2,13.5324
SO - 0001944,WARE-PUJ1005,09-02-2015,11-02-2015,Furniture,In-Store,USD,26,32,268,23,40.784,2,0.6,-30.588
SO - 0001945,WARE-PUJ1005,29-07-2017,02-08-2017,Technology,Wholesale,USD,7,4,274,28,90.57,3,0,11.7741
SO - 0001946,WARE-NBV1002,12-01-2017,17-01-2017,Office Supplies,Online,USD,1,34,59,41,40.08,6,0,19.2384
SO - 0001947,WARE-UHY1004,12-01-2017,17-01-2017,Furniture,In-Store,USD,11,46,259,35,37.68,2,0,15.8256
SO - 0001948,WARE-XYS1001,10-09-2017,10-09-2017,Furniture,In-Store,USD,14,49,55,33,362.352,3,0.2,27.1764
SO - 0001949,WARE-NMK1003,10-09-2017,10-09-2017,Office Supplies,Online,USD,6,32,100,46,7.184,2,0.2,2.245
SO - 0001950,WARE-NMK1003,20-07-2015,25-07-2015,Office Supplies,Online,USD,14,28,177,36,34.76,1,0,9.7328
SO - 0001951,WARE-NMK1003,20-07-2015,25-07-2015,Technology,Wholesale,USD,4,38,113,2,831.2,5,0,124.68
SO - 0001952,WARE-PUJ1005,20-07-2015,25-07-2015,Office Supplies,Online,USD,1,12,325,4,26.4,5,0,11.88
SO - 0001953,WARE-UHY1004,20-07-2015,25-07-2015,Office Supplies,Online,USD,10,31,250,10,106.75,7,0,49.105
SO - 0001954,WARE-UHY1004,20-07-2015,25-07-2015,Office Supplies,Online,USD,6,25,240,10,97.82,2,0,45.9754
SO - 0001955,WARE-PUJ1005,20-07-2015,25-07-2015,Office Supplies,Online,USD,1,26,313,24,141.4,5,0,38.178
SO - 0001956,WARE-NMK1003,13-06-2014,17-06-2014,Office Supplies,Online,USD,15,19,123,20,14.52,3,0,4.7916
SO - 0001957,WARE-NMK1003,12-05-2017,15-05-2017,Office Supplies,Online,USD,13,17,128,9,127.92,5,0.2,-15.99
SO - 0001958,WARE-PUJ1005,12-05-2017,15-05-2017,Office Supplies,Online,USD,6,15,317,25,34.24,4,0.8,-53.072
SO - 0001959,WARE-PUJ1005,03-09-2015,05-09-2015,Office Supplies,Online,USD,7,23,305,3,137.62,2,0,60.5528
SO - 0001960,WARE-PUJ1005,03-09-2015,05-09-2015,Technology,Wholesale,USD,15,42,303,26,100.49,1,0,25.1225
SO - 0001961,WARE-PUJ1005,26-03-2017,27-03-2017,Furniture,In-Store,USD,23,19,311,36,257.568,2,0.2,-28.9764
SO - 0001962,WARE-PUJ1005,26-03-2017,27-03-2017,Technology,Wholesale,USD,9,5,262,10,119.96,4,0,33.5888
SO - 0001963,WARE-NMK1003,12-11-2014,12-11-2014,Office Supplies,Online,USD,17,33,186,44,49.632,4,0.2,4.9632
SO - 0001964,WARE-NMK1003,13-10-2016,17-10-2016,Furniture,In-Store,USD,19,33,142,12,727.45,5,0.5,-465.568
SO - 0001965,WARE-UHY1004,13-10-2016,17-10-2016,Furniture,In-Store,USD,9,40,237,41,24.96,3,0.2,4.368
SO - 0001966,WARE-XYS1001,12-11-2017,12-11-2017,Technology,Wholesale,USD,12,23,38,29,370.782,3,0.4,-92.6955
SO - 0001967,WARE-NBV1002,15-04-2017,18-04-2017,Furniture,In-Store,USD,24,3,85,1,196.45,5,0,70.722
SO - 0001968,WARE-PUJ1005,25-06-2015,01-07-2015,Office Supplies,Online,USD,14,23,283,24,31.104,6,0.2,10.8864
SO - 0001969,WARE-XYS1001,25-06-2015,01-07-2015,Office Supplies,Online,USD,2,40,24,40,78.256,2,0.2,-17.6076
SO - 0001970,WARE-NMK1003,26-08-2016,29-08-2016,Office Supplies,Online,USD,20,29,139,30,6.48,1,0,3.1104
SO - 0001971,WARE-XYS1001,21-07-2014,25-07-2014,Office Supplies,Online,USD,17,26,13,13,99.2,5,0,25.792
SO - 0001972,WARE-UHY1004,21-07-2014,25-07-2014,Furniture,In-Store,USD,17,43,258,44,801.568,2,0.2,50.098
SO - 0001973,WARE-NMK1003,21-07-2014,25-07-2014,Furniture,In-Store,USD,3,26,178,8,272.848,1,0.2,27.2848
SO - 0001974,WARE-PUJ1005,21-11-2017,25-11-2017,Furniture,In-Store,USD,19,44,265,45,70.98,1,0,20.5842
SO - 0001975,WARE-NMK1003,04-06-2014,09-06-2014,Office Supplies,Online,USD,22,19,165,27,16.224,2,0.2,5.8812
SO - 0001976,WARE-NMK1003,10-03-2016,16-03-2016,Furniture,In-Store,USD,27,8,149,24,176.784,1,0.2,-22.098
SO - 0001977,WARE-PUJ1005,25-03-2017,29-03-2017,Technology,Wholesale,USD,12,6,292,16,470.376,3,0.2,47.0376
SO - 0001978,WARE-PUJ1005,29-12-2017,02-01-2018,Furniture,In-Store,USD,23,36,285,12,393.568,4,0.2,-44.2764
SO - 0001979,WARE-UHY1004,29-12-2017,02-01-2018,Technology,Wholesale,USD,6,7,212,33,302.376,3,0.2,22.6782
SO - 0001980,WARE-NMK1003,28-03-2017,02-04-2017,Office Supplies,Online,USD,11,12,137,20,68.742,9,0.7,-48.1194
